st_teff,st_logg,st_rad,st_dist,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,Rp_Rs
4367.0,4.739,0.501,0,34.0357766,3.849,386.6,1.05,3.06,337.0,0.6983
5658.0,3.903,1.654,0,0.824851807,1.93637,30099.0,78.0,9801.46,2539.0,1.185
4148.0,1.458,41.424,0,0.82484293,1.383,618.6,97.92,1040816.86,8138.0,0.03
5531.0,4.597,0.764,0,4.4473549,18.99,203.6,1.52,195.56,954.0,0.98
4867.0,4.63,0.696,0,7.51509713,2.62,187.1,1.23,51.99,685.0,0.934
5624.0,4.516,0.777,0,7.51514595,3.54486,117460.0,35.8,118.99,842.0,0.84
7703.0,3.844,2.916,0,19.230038188,7.04412,266180.0,186.53,810.65,1361.0,0.694
6195.0,4.069,1.598,0,21.120005744,2.05573,13054.0,31.2,141.75,880.0,0.986
6531.0,3.962,1.921,0,0.82206761,3.8281,26190.0,91.21,17747.85,2941.0,1.216
6531.0,3.962,1.921,0,4.74701479,2.464,3622.0,13333.5,1708.72,1640.0,64.5159
5595.0,4.581,0.796,0,1.96682825,1.645,214.3,1.18,638.54,1283.0,0.415
6484.0,4.386,1.153,0,45.035589512,9.8341,404840.0,82.4,30.66,600.0,0.499
5993.0,4.425,0.993,0,4.237447181,0.3792,350.1,2.26,446.38,1172.0,0.187
6839.0,4.094,1.7,0,4.0953585,44.35,226.8,7.76,1884.15,1680.0,1.0194
4494.0,4.692,0.591,0,0.92623983,1.267,411.4,1.16,504.34,1208.0,0.058
8709.0,4.232,1.797,0,3.10197712,7.083,124.6,2.64,6009.05,2246.0,0.984
8143.0,3.96,2.361,0,2.618414643,4.99923,200860.0,109.33,10502.8,2582.0,0.356
5088.0,3.502,3.293,0,2.61844178,3.203,45.1,2.16,4044.74,2033.0,0.182
5702.0,4.485,0.799,0,19.407958161,6.09676,142060.0,44.96,37.92,633.0,0.905
6224.0,4.454,1.024,0,0.933747375,5.974,198.9,8.93,3820.18,2003.0,1.063
4623.0,4.686,0.56,0,37.910213899,3.11152,103470.0,29.45,3.89,358.0,0.963
4929.0,3.001,7.7,0,3.74785307,3.444,145.9,9.04,8389.62,2440.0,0.217
8529.0,3.769,3.065,0,3.747835042,5.28519,188920.0,141.7,12482.82,2697.0,0.547
3246.0,5.087,0.2,0,0.94754848,1.7347,11348.0,224.79,35.37,622.0,11.1936
5696.0,4.57,0.812,0,1.75643185,2.397,51.6,0.58,821.36,1366.0,0.115
5726.0,4.077,1.465,0,1.756466865,4.7781,188220.0,87.4,2652.65,1831.0,0.824
7967.0,4.001,2.379,0,33.159475806,9.01353,222170.0,146.47,307.53,1068.0,0.768
5383.0,3.908,1.935,0,46.14869106,19.092,349630.0,114.2,41.46,647.0,0.002
5995.0,4.434,0.977,0,60.2976774,14.2561,315890.0,63.57,12.63,481.0,0.596
5855.0,3.999,1.796,0,0.875197345,0.052,0.0,0.73,9497.39,2518.0,1.004
6049.0,4.353,1.176,0,13.2298203,3.566,157.8,1.5,126.84,856.0,0.435
5982.0,4.493,0.96,0,3.71840884,3.611,77.2,0.84,464.19,1184.0,0.192
5325.0,4.657,0.648,0,1.703347524,3.3039,504410.0,47.62,495.27,1202.0,0.223
5749.0,4.547,0.864,0,1.70332915,1.663,98.5,0.86,965.03,1420.0,0.307
5514.0,4.569,0.826,0,20.413812,5.806,496.4,16.5,27.84,586.0,1.158
4905.0,4.593,0.679,0,5.32737192,2.226,107.7,0.7,88.33,782.0,0.3554
6071.0,4.425,0.962,0,67.41958542,7.645,182170.0,49.46,11.48,470.0,0.72
6793.0,4.208,1.508,0,7.363572395,5.7545,129700.0,82.22,649.25,1287.0,0.922
4960.0,4.627,0.707,0,5.90260586,1.832,337.7,1.26,78.58,759.0,0.1049
5427.0,4.448,0.899,0,33.693201537,7.44219,508770.0,68.86,17.07,518.0,0.379
5011.0,3.321,3.324,0,22.80265,19.34,53.1,2.36,281.59,1045.0,0.1018
6720.0,3.373,4.845,0,1.120997701,11.243,145.6,66.58,60096.61,3992.0,1.114
4588.0,2.232,18.328,0,1.874967748,10.0159,31526.0,378.99,91765.97,4440.0,0.817
5551.0,4.57,0.809,0,29.9315174,2.53,353.0,1.58,16.9,517.0,0.5986
6510.0,4.256,1.228,0,0.602277579,2.38,34.6,0.78,12545.82,2699.0,0.7502
5433.0,4.55,0.769,0,2.40440112,5.49,27.1,0.42,447.52,1172.0,0.669
5853.0,4.544,0.868,0,21.926779,10.05,198.6,1.26,34.52,618.0,0.542
5642.0,4.498,0.903,0,25.706001174,10.969,464960.0,67.11,26.55,579.0,0.43
6263.0,4.404,1.019,0,27.2173855,3.268,155.9,1.34,46.8,667.0,0.6516
6316.0,4.413,1.036,0,501.90703,12.43,306.9,1.83,0.99,254.0,0.0805
3914.0,4.748,0.515,0,6.27651592,1.973,166.0,0.65,18.89,532.0,0.172
6367.0,4.419,1.087,0,3.115304946,4.88748,149520.0,61.66,918.39,1404.0,0.89
6801.0,3.833,2.637,0,16.214474,4.149,161.7,3.53,587.82,1256.0,0.6311
7225.0,4.281,1.414,0,12.422524,13.55,33.9,0.86,354.37,1107.0,0.566
5349.0,4.044,1.505,0,12.4269264,21.826,126.6,1.66,159.5,906.0,0.04
5948.0,4.106,1.432,0,12.4261809,29.09,92.2,1.88,214.85,976.0,0.98
5371.0,4.403,0.949,0,0.61810542,6.666,12264.0,39.52,3735.52,1994.0,1.2326
5869.0,4.274,1.221,0,1.06995136,1.322,54.8,0.9,3730.45,1991.0,0.176
5210.0,3.778,1.946,0,2.158398259,8.1633,93038.0,101.02,2649.52,1829.0,0.996
5087.0,3.183,5.899,0,359.534371,24.205,5732.0,64333.8,13.7,491.0,100.806
3325.0,5.364,0.109,0,0.9951412,5.588,101.7,0.22,15.69,509.0,0.998
6668.0,4.074,1.791,0,534.86668,8.19,565.0,4.3,2.74,328.0,0.113
5481.0,4.592,0.778,0,43.535891,4.712,576.6,1.86,9.19,444.0,0.258
5074.0,4.536,0.761,0,1.39797542,9.06,43.2,0.49,709.8,1316.0,0.077
6195.0,4.106,1.405,0,2.2127498,3.054,22.7,0.68,2494.14,1801.0,0.229
5999.0,4.423,1.042,0,0.776976021,1.95401,21245.0,48.15,4459.03,2083.0,1.222
6951.0,4.119,1.662,0,2.25353739,5.74622,182830.0,96.65,4215.56,2056.0,0.82
5684.0,3.788,2.249,0,17.99646148,4.65638,62755.0,114.45,240.38,1004.0,1.091
6226.0,4.135,1.594,0,1.386249249,2.99104,47188.0,78.6,4939.8,2137.0,1.135
3229.0,5.08,0.201,0,0.53482911,0.996,704.0,0.54,75.82,753.0,0.3597
5488.0,4.584,0.789,0,0.566799833,5.543,198.0,1.27,3084.6,1900.0,0.851
6130.0,4.151,1.393,0,0.566795728,2.79,18.9,0.64,13656.59,2755.0,0.653
5385.0,4.369,1.002,0,14.665759784,3.65814,336980.0,67.17,60.89,712.0,0.576
5949.0,4.493,0.962,0,0.566780836,4.937,60.9,0.75,5608.62,2204.0,0.005
6088.0,4.456,1.011,0,4.7368156,2.84,35.3,0.6,395.05,1137.0,0.218
5838.0,4.529,0.897,0,15.44605962,4.5963,330910.0,52.93,57.04,701.0,0.3
6586.0,4.319,1.219,0,1.790518325,3.34624,61542.0,32.19,2761.65,1850.0,0.643
5884.0,4.306,1.21,0,40.7698541,2.997,239.8,1.87,27.73,585.0,0.202
4934.0,4.515,0.809,0,129.222771,7.272,445.3,2.01,1.63,288.0,0.867
6558.0,4.239,1.28,0,1.03905082,3.035,43.8,0.87,6581.45,2297.0,0.4522
6157.0,3.827,2.306,0,0.503201954,0.167,43.0,2.99,37526.28,3550.0,0.3279
5945.0,4.168,1.333,0,7.140373046,7.07032,205260.0,61.56,388.56,1132.0,0.309
5261.0,3.506,2.943,0,53.647084859,19.9499,219100.0,142.04,75.91,753.0,0.432
6757.0,3.842,2.615,0,2.496328637,2.73115,20527.0,112.28,6804.42,2317.0,1.199
6008.0,4.44,1.006,0,16.31328124,4.45731,71589.0,30.85,73.51,747.0,0.768
5960.0,4.371,1.073,0,1.721313779,3.54768,534620.0,83.69,1658.35,1627.0,0.315
6220.0,4.398,1.083,0,5.01880305,1.823,98.7,1.08,455.98,1178.0,0.172
6839.0,4.003,2.02,0,1.50650745,2.622,27.8,1.13,9242.43,2498.0,0.677
6258.0,3.882,2.111,0,8.209514329,4.14104,141390.0,149.52,834.79,1371.0,1.079
5815.0,4.349,0.969,0,3.431126546,2.7986,40248.0,47.48,580.05,1251.0,1.161
5846.0,4.472,0.953,0,1.583334941,4.4854,177070.0,52.0,1362.14,1548.0,0.781
4268.0,4.602,0.68,0,8.429438192,3.94306,456350.0,49.49,27.16,582.0,0.428
5606.0,4.597,0.76,0,299.70688,15.39,230.7,1.15,0.75,237.0,0.1196
5457.0,4.239,1.196,0,14.461834,7.156,80.2,1.05,89.86,785.0,0.065
5219.0,4.441,0.905,0,7.9320191,8.18,125.1,1.04,102.05,811.0,0.5896
7053.0,3.958,2.121,0,1.374249107,5.3181,136660.0,96.85,13078.76,2725.0,0.771
6092.0,4.471,0.998,0,8.4804737,6.157,337.0,1.85,176.51,930.0,0.33
6253.0,4.271,1.181,0,4.994773558,4.48893,259760.0,62.69,604.21,1264.0,0.416
8011.0,3.773,2.927,0,1.105094098,4.38191,730500.0,267.59,47811.67,3771.0,0.161
5780.0,4.438,1.0,0,0.8170226,2.974,167700.0,57.56,3416.07,1947.0,0.843
5654.0,4.607,0.737,0,4.48538145,2.297,168.1,0.96,202.75,962.0,0.1296
5622.0,4.588,0.778,0,19.40669392,5.27765,464520.0,57.97,30.05,597.0,0.424
5655.0,4.386,0.992,0,7.143708297,5.83451,202680.0,44.78,187.0,943.0,0.162
5662.0,4.524,0.863,0,0.952377862,4.0869,2122.3,28.44,2023.36,1713.0,1.248
5149.0,3.109,6.619,0,3.521050679,3.5323,4879.8,256.2,8306.9,2434.0,1.266
4137.0,4.625,0.647,0,4.84847245,0.874,554.7,1.51,46.85,667.0,0.191
6525.0,4.381,1.161,0,1.941635737,2.46683,69814.0,59.71,2109.03,1728.0,1.071
6486.0,4.174,1.456,0,0.539445498,2.2821,25302.0,68.65,18153.51,2959.0,1.214
6956.0,3.738,2.888,0,20.7106853,42.737,1003.0,89.55,570.64,1246.0,1.252
5605.0,4.486,0.854,0,2.521245368,4.24027,418380.0,56.59,560.57,1241.0,0.231
5546.0,4.575,0.81,0,2.52122764,2.249,127.3,0.91,453.48,1177.0,0.298
5110.0,4.674,0.637,0,2.5212708,2.706,163.3,0.81,238.81,1003.0,0.3286
6060.0,4.059,1.643,0,8.202869679,7.29811,345940.0,110.46,474.09,1190.0,0.561
6077.0,4.471,0.999,0,11.8436119,6.044,199.3,1.41,111.98,830.0,0.067
5819.0,4.501,0.861,0,3.442714533,3.36034,60039.0,47.02,423.13,1157.0,1.142
5334.0,4.372,1.004,0,475.91706,22.86,967.3,28.22,0.56,221.0,1.222
5945.0,4.196,1.346,0,0.858285844,1.799,43.4,0.9,6321.2,2274.0,0.3323
3883.0,4.725,0.517,0,4.88446644,2.057,221.0,0.84,26.5,579.0,0.776
5597.0,3.963,1.699,0,8.9772888,4.72,97.5,1.79,362.75,1113.0,0.702
5557.0,4.037,1.616,0,3.03359398,4.026,95.6,1.55,1294.06,1529.0,0.023
3638.0,4.844,0.42,0,21.9139549,3.271,584.4,10.39,2.01,303.0,1.2
4914.0,4.61,0.724,0,6.238315363,2.501,82.9,0.7,73.27,746.0,0.707
5846.0,4.278,1.24,0,9.3888216,4.154,192.7,20.91,202.91,963.0,1.14
7563.0,3.883,2.638,0,2.115510941,7.2877,415160.0,191.42,12609.03,2701.0,0.492
5910.0,4.318,1.124,0,1.015044104,10.994,158.2,1.98,3627.61,1979.0,0.984
6338.0,4.256,1.247,0,3.711013336,3.31024,24989.0,55.69,1003.75,1436.0,1.192
5321.0,3.158,6.669,0,2.97606298,4.124,72.2,5.65,11065.06,2615.0,0.363
5481.0,4.508,0.835,0,2.97586085,4.513,105.9,0.85,392.05,1135.0,0.117
5146.0,3.986,1.626,0,14.658013949,3.03316,129640.0,121.59,126.35,855.0,1.141
6208.0,4.454,1.024,0,18.839487435,5.62797,182720.0,45.2,68.54,734.0,0.421
5445.0,3.776,2.117,0,0.555973803,1.271,75.3,1.9,20544.64,3049.0,0.563
6228.0,4.277,1.226,0,4.426344495,5.84235,276140.0,78.3,709.74,1316.0,0.668
5908.0,3.865,2.033,0,0.957823876,3.7232,104690.0,110.91,11612.14,2649.0,0.992
6322.0,4.444,0.989,0,5.024768971,3.82433,53046.0,42.15,425.9,1159.0,1.038
5291.0,4.423,0.926,0,30.960216668,15.4308,340410.0,62.08,18.3,527.0,0.58
7823.0,3.885,2.675,0,2.470283788,7.8391,193830.0,157.82,11792.22,2657.0,0.804
6249.0,4.428,1.076,0,1.23516416,4.713,64.6,0.92,2861.14,1866.0,0.678
5930.0,4.436,0.997,0,1.23513471,5.44,42.8,0.7,2172.96,1743.0,0.716
4981.0,2.437,18.374,0,0.8903331,2.643,134.1,20.96,251387.46,5714.0,0.322
6373.0,4.438,1.047,0,20.000242814,5.0042,13138.0,21.57,73.09,746.0,1.004
5931.0,4.196,1.349,0,10.217121652,4.35647,205220.0,81.1,230.53,994.0,0.786
5339.0,4.503,0.793,0,0.618060842,1.892,25.1,0.51,2791.09,1854.0,0.944
5807.0,3.93,1.909,0,0.759764419,5.72501,393270.0,138.54,12833.03,2715.0,0.545
5778.0,4.48,0.935,0,2.6528082,2.297,153.1,1.17,633.57,1280.0,0.434
6136.0,4.487,0.933,0,21.539269242,5.32432,143750.0,53.0,48.89,674.0,0.908
4348.0,4.601,0.678,0,5.270733213,2.7822,293640.0,37.93,54.59,693.0,0.428
6231.0,4.488,0.955,0,2.43135542,1.401,123.6,1.07,965.4,1422.0,0.12
5497.0,4.577,0.809,0,12.4232158,17.67,261.5,1.3,51.91,685.0,0.245
6225.0,4.45,1.031,0,4.3206933,50.68,147.9,1.66,499.09,1205.0,0.973
6020.0,3.86,2.097,0,16.486796364,7.06797,48943.0,46.92,290.46,1053.0,0.309
5473.0,3.796,2.162,0,5.7768734,5.762,71.0,3.13,905.0,1399.0,0.994
5547.0,4.447,0.918,0,20.148807707,8.52557,526950.0,68.52,37.55,631.0,0.215
5885.0,4.413,0.933,0,0.687772143,2.56725,40368.0,46.27,4569.67,2097.0,1.166
5220.0,4.578,0.695,0,0.843651274,2.80468,305450.0,39.98,1371.12,1553.0,0.405
5058.0,4.651,0.608,0,1.142946648,3.40234,412550.0,43.5,660.96,1293.0,0.479
6047.0,4.246,1.211,0,7.217010987,4.4215,78714.0,89.71,341.36,1096.0,1.287
6881.0,4.301,1.351,0,9.72869627,5.628,252.2,42.47,379.75,1126.0,1.274
5691.0,4.544,0.887,0,0.566791802,2.2,49.3,0.66,4113.39,2040.0,0.679
6508.0,4.287,1.312,0,2.245738777,8.61629,483490.0,99.05,2156.25,1737.0,0.397
6158.0,4.455,1.026,0,2.24572117,3.88,48.2,0.74,1131.64,1479.0,0.596
4208.0,4.662,0.583,0,0.566801906,1.626,89.7,0.55,774.11,1344.0,0.155
5932.0,4.58,0.795,0,2.316171991,4.03025,251480.0,49.53,651.03,1288.0,0.7
5767.0,4.316,1.159,0,12.54474243,1.24,263.1,1.88,117.9,840.0,0.185
5593.0,4.584,0.752,0,0.566810701,6.19,200.0,1.49,3220.92,1921.0,0.982
6108.0,4.466,1.03,0,0.566813319,3.752,129.1,23.19,6742.52,2313.0,1.196
5154.0,3.461,3.981,0,28.787257509,13.953,49618.0,91.26,210.02,971.0,0.559
5009.0,4.584,0.69,0,0.835315046,2.45449,16876.0,30.54,1160.98,1490.0,1.224
5763.0,4.256,1.242,0,3.07551068,1.683,46.1,0.84,879.95,1389.0,0.005
6287.0,4.231,1.28,0,26.0164225,4.1768,41109.0,61.04,76.63,755.0,1.147
6214.0,4.442,1.076,0,6.29340543,3.024,96.4,1.08,312.61,1072.0,0.431
6103.0,4.391,1.03,0,593.19521,25.65,227.3,1.63,0.71,234.0,0.6192
5037.0,4.689,0.568,0,0.706430188,1.301,50.8,0.41,1116.9,1473.0,0.288
5618.0,4.449,0.969,0,7.7021729,3.987,74.6,0.85,147.24,888.0,0.509
5176.0,4.589,0.681,0,0.78430061,2.952,254.7,1.14,1416.91,1566.0,0.659
6234.0,4.351,1.159,0,2.665875491,7.59461,161390.0,67.43,1199.89,1502.0,0.878
6276.0,4.17,1.353,0,2.6658312,5.771,40.8,0.99,1807.48,1663.0,0.864
6742.0,3.688,3.138,0,1.5765874,15.18,29.2,15.68,17781.51,2946.0,1.04
5821.0,4.421,1.036,0,2.52557582,2.32,35.4,0.62,818.81,1364.0,0.372
6146.0,4.497,0.943,0,8.2927558,4.784,103.3,1.01,174.36,927.0,0.6346
6146.0,4.497,0.943,0,22.786522,2.197,228.3,1.45,45.26,661.0,0.3817
5231.0,4.721,0.544,0,28.027891356,17.3269,243230.0,31.3,8.86,440.0,0.6493
6105.0,4.412,1.025,0,2.028512246,5.00309,121560.0,50.28,1333.24,1542.0,0.871
4895.0,4.502,0.828,0,1.33256167,3.743,59.5,0.63,727.84,1326.0,0.402
6600.0,4.047,1.681,0,1.332567821,3.4844,31.0,0.96,7802.17,2395.0,0.413
5154.0,2.435,16.486,0,1.332545609,3.997,278.2,28.37,157611.61,5080.0,0.582
4601.0,2.321,12.581,0,1.33256256,3.088,174.9,16.03,99175.88,4529.0,0.137
5309.0,4.595,0.763,0,1.33258981,3.987,78.4,0.67,832.33,1369.0,0.223
6108.0,4.471,0.997,0,1.33258375,4.081,60.9,0.84,2096.92,1727.0,0.746
6543.0,4.382,1.159,0,8.9648813,61.23,454.5,28.97,276.3,1040.0,1.208
5849.0,4.517,0.919,0,1.284241817,1.965,166.5,1.18,1643.57,1623.0,0.029
5888.0,4.167,1.219,0,2.161583501,4.0537,50163.0,29.61,1741.01,1646.0,0.715
4406.0,4.643,0.628,0,8.7396758,3.866,1431.0,3.29,26.17,577.0,0.957
6328.0,4.035,1.864,0,0.535493486,2.57,54.0,1.42,24045.87,3181.0,0.566
5472.0,4.44,0.877,0,15.9474242,1.127,191.7,1.21,47.65,670.0,0.1178
6151.0,4.473,0.983,0,24.261683827,7.1617,192280.0,58.48,44.55,659.0,0.814
5845.0,4.558,0.838,0,32.532521502,13.3991,83468.0,24.35,19.39,535.0,0.237
5357.0,4.503,0.814,0,50.0122,3.426,210.4,1.2,8.23,432.0,0.484
5845.0,4.541,0.874,0,4.627775175,3.4079,5675.1,32.62,275.68,1039.0,1.248
6581.0,3.824,2.42,0,28.7850347,2.102,102.9,2.5,229.66,993.0,0.2978
5699.0,4.553,0.853,0,5.60682001,2.714,150.7,1.04,186.43,942.0,0.156
7598.0,3.867,2.692,0,6.096030635,18.4531,901660.0,406.97,3246.2,1925.0,0.642
5524.0,3.693,2.734,0,31.953038766,8.0461,17703.0,47.96,131.55,864.0,0.907
5475.0,4.426,0.923,0,5.9371708,4.954,157.1,1.17,188.41,945.0,0.4778
5693.0,4.57,0.816,0,0.577844035,4.291,320.4,18.93,3647.63,1980.0,1.194
6315.0,4.292,1.108,0,2.630090609,13.6817,516930.0,83.5,1371.02,1551.0,0.285
6003.0,4.507,0.932,0,43.204596783,15.0402,202490.0,43.15,17.15,519.0,0.399
6823.0,4.04,2.037,0,1.75147897,7.89,76.7,1.8,7086.5,2340.0,0.008
5061.0,4.488,0.841,0,3.17796408,0.542,47.7,0.74,270.25,1034.0,0.901
5579.0,4.389,1.029,0,3.66520844,3.308,65.8,0.82,439.57,1168.0,0.045
5311.0,4.588,0.788,0,3.05293416,2.155,227.5,1.18,284.82,1047.0,0.328
5492.0,4.389,1.016,0,12.834857,2.092,293.9,1.73,76.96,755.0,0.278
6002.0,4.424,1.081,0,36.2530992,4.73,152.1,1.43,27.17,582.0,0.721
4671.0,4.721,0.528,0,4.02321842,2.162,81.2,0.48,73.5,747.0,0.396
6321.0,4.417,1.125,0,7.5017934,4.271,134.8,1.32,283.25,1046.0,0.286
5481.0,4.369,1.036,0,0.912351255,1.072,111.8,1.46,2705.58,1840.0,0.956
5623.0,3.877,2.109,0,12.4701111,3.616,89.7,2.06,313.87,1074.0,0.569
8529.0,4.249,1.558,0,3.495457889,6.9796,114620.0,84.49,4186.71,2051.0,0.965
5704.0,4.575,0.804,0,5.8229815,2.8,281.6,1.36,165.12,914.0,0.395
5448.0,4.497,0.794,0,4.01668015,2.2828,38007.0,22.11,252.13,1016.0,0.911
6387.0,4.41,1.105,0,1.89134156,5.891,68.4,0.99,1856.23,1673.0,0.739
8104.0,3.675,3.369,0,2.881100027,9.43866,662830.0,446.29,17809.19,2946.0,0.829
6122.0,4.471,0.996,0,0.806277023,7.275,70.8,0.89,4119.09,2046.0,0.697
5495.0,4.495,0.882,0,0.513482156,2.732,91.6,0.83,4335.56,2072.0,0.004
6363.0,4.444,1.035,0,225.66716,16.6,342.9,1.94,2.82,331.0,0.3037
5807.0,4.524,0.922,0,4.24748886,3.053,121.0,1.01,319.94,1079.0,0.242
5176.0,3.534,3.605,0,1.000012952,1.221,36.0,2.12,15781.19,2858.0,0.097
4524.0,4.566,0.737,0,0.878803439,2.74503,410720.0,51.97,775.9,1347.0,0.467
4926.0,4.548,0.749,0,1.560158562,3.4248,240160.0,45.91,530.79,1223.0,0.712
5757.0,4.134,1.345,0,34.188302705,3.01179,118440.0,74.5,44.91,660.0,0.957
5301.0,4.528,0.84,0,8.65303996,1.091,497.0,1.88,80.51,764.0,0.369
3929.0,4.705,0.55,0,8.65311903,1.273,206.8,0.85,13.95,493.0,0.701
5925.0,4.412,1.066,0,12.4253812,19.781,115.3,1.14,108.46,823.0,0.1583
4922.0,4.576,0.704,0,12.42555999,28.083,2964.8,4.72,30.49,599.0,0.9066
8691.0,4.072,2.193,0,12.4257442,29.122,936.0,8.43,1369.63,1551.0,0.963
5853.0,4.529,0.895,0,12.4254241,24.98,378.9,2.17,76.9,755.0,0.938
6596.0,4.4,1.094,0,2.991884392,7.5583,123880.0,40.11,1154.88,1486.0,0.496
6363.0,4.456,1.012,0,1.795273026,7.3232,125420.0,55.26,1714.88,1642.0,0.935
5606.0,4.39,0.962,0,0.755109271,2.619,23.2,0.47,3494.52,1961.0,0.4041
3256.0,5.071,0.207,0,0.755101141,3.371,76.7,0.19,50.92,680.0,0.523
5952.0,4.554,0.844,0,1.75251585,3.489,125.9,1.02,1035.27,1447.0,0.738
5779.0,4.364,0.99,0,1.752450163,3.0255,55.5,0.79,1372.36,1552.0,0.728
5631.0,4.557,0.847,0,8.27923132,2.355,164.9,1.08,104.49,815.0,0.187
6153.0,4.405,1.0,0,2.212877035,4.66961,376200.0,69.18,1221.98,1507.0,0.518
5252.0,4.593,0.783,0,0.845097627,1.873,86.5,0.78,1496.92,1584.0,0.717
5759.0,4.481,0.945,0,17.445640466,6.08966,334160.0,63.46,51.15,682.0,0.588
5750.0,3.703,2.379,0,14.313157391,8.90236,21567.0,34.98,404.48,1144.0,0.004
5813.0,4.568,0.816,0,0.676990194,1.69459,20506.0,37.5,3192.15,1919.0,1.223
7229.0,4.278,1.38,0,0.515875396,1.21,1773.0,7.22,24441.1,3189.0,0.95
6247.0,4.458,1.002,0,2.83401711,5.938,84.2,0.93,859.57,1381.0,0.2794
4373.0,4.722,0.544,0,0.566803996,3.399,141.6,0.64,786.1,1350.0,0.123
5092.0,4.671,0.645,0,0.566799927,4.71,145.1,0.77,1738.27,1649.0,0.188
5603.0,4.556,0.846,0,0.566786121,3.404,81.8,0.79,3678.65,1984.0,0.591
5230.0,4.594,0.777,0,0.56679797,4.503,72.6,0.65,2467.38,1799.0,0.176
6487.0,4.08,1.748,0,0.566802891,1.861,49.2,1.29,22107.66,3111.0,0.628
4524.0,4.576,0.717,0,0.576732089,1.856,35.4,0.43,1316.33,1537.0,0.518
6068.0,4.568,0.829,0,1.01884975,3.233,30.9,0.47,2238.64,1754.0,0.2737
6045.0,4.494,0.955,0,10.9279755,2.486,71.5,0.81,114.42,834.0,0.0956
5081.0,4.578,0.696,0,32.440339204,4.50984,287600.0,44.56,9.52,448.0,0.645
5952.0,4.486,0.904,0,0.552141897,4.985,105.6,10.04,5602.43,2206.0,1.091
6728.0,4.206,1.46,0,2.62387291,4.61248,232470.0,74.23,2430.91,1790.0,0.49
6038.0,4.206,1.213,0,0.75509861,2.6423,60334.0,60.74,7285.15,2359.0,1.091
7343.0,4.02,1.94,0,3.671661096,4.29947,129240.0,105.82,3539.43,1967.0,0.923
5619.0,4.269,1.153,0,22.673145675,6.6324,65411.0,30.92,51.67,684.0,0.605
6344.0,4.091,1.39,0,0.50948306,3.14,74.6,1.22,19778.63,3024.0,0.3535
5079.0,4.588,0.683,0,17.329965871,8.43812,252720.0,42.58,21.34,548.0,0.705
5356.0,4.589,0.78,0,1.890227354,3.855,112260.0,42.05,551.66,1236.0,0.957
7207.0,4.06,1.894,0,1.387206724,3.82527,151430.0,103.41,11126.98,2619.0,0.856
6122.0,4.471,0.996,0,1.38718209,2.595,45.5,0.68,2011.41,1707.0,0.28
5546.0,4.575,0.81,0,35.026564845,2.90121,120250.0,34.88,13.56,489.0,0.777
5966.0,4.418,1.016,0,7.918267,3.478,83.7,0.93,195.36,953.0,0.219
5593.0,4.311,1.083,0,3.138580493,4.16343,233340.0,59.24,635.61,1281.0,0.619
5026.0,2.504,16.891,0,581.0723,15.81,1364.2,161858.0,39.36,639.0,88.7243
6211.0,4.384,1.054,0,10.2170589,2.259,121.3,1.17,176.34,929.0,0.132
7624.0,3.622,3.682,0,3.50474265,8.2852,88625.0,200.24,12355.55,2689.0,1.049
4817.0,4.624,0.7,0,2.14344093,3.9741,133320.0,28.69,269.48,1033.0,0.686
4340.0,4.671,0.573,0,9.058487716,4.14334,127970.0,20.51,21.15,547.0,0.213
6604.0,4.178,1.526,0,2.856085147,4.5776,173840.0,88.52,2164.0,1739.0,0.841
6018.0,4.485,0.975,0,0.876941133,1.296,73.5,0.85,3332.14,1938.0,0.386
6599.0,4.35,1.234,0,39.238141571,6.07183,439210.0,90.93,43.69,656.0,0.459
5288.0,4.577,0.737,0,53.7406575,47.2475,116720.0,25.44,5.93,398.0,0.386
6214.0,4.501,0.933,0,7.436016459,4.16284,106530.0,31.39,207.61,968.0,0.433
5151.0,4.602,0.761,0,0.750737313,1.712,38.8,0.48,1558.69,1603.0,0.463
5092.0,2.945,7.913,0,27.5837778,1.516,202.5,11.03,739.57,1330.0,0.0221
5229.0,4.607,0.668,0,14.361021578,13.2895,459880.0,45.9,29.44,594.0,0.003
6244.0,4.473,0.971,0,2.570431263,5.49699,76826.0,50.18,936.9,1411.0,1.054
6085.0,4.293,1.215,0,6.64024496,6.03491,224330.0,74.4,364.44,1114.0,0.756
6161.0,4.367,0.988,0,14.844240386,6.83577,83412.0,28.97,101.98,810.0,0.275
8026.0,3.65,3.461,0,4.42158021,10.4532,61032.0,188.89,10243.23,2565.0,1.146
6109.0,4.455,1.029,0,25.321698729,4.45367,119590.0,56.62,43.39,655.0,0.954
5189.0,3.352,4.93,0,3.14735789,3.643,51.8,3.45,5635.4,2209.0,0.03
5985.0,4.603,0.758,0,37.878483588,10.5972,222230.0,46.42,15.19,503.0,0.763
4717.0,4.737,0.519,0,10.116144515,2.70314,58144.0,17.21,21.56,549.0,0.879
5800.0,3.866,2.053,0,0.684496369,2.263,28.4,1.12,17099.5,2913.0,0.501
6450.0,3.501,3.928,0,1.953285321,1.67598,1520.3,151.56,17363.68,2927.0,1.312
6987.0,4.096,1.716,0,1.012174295,4.6617,323030.0,114.4,13215.77,2737.0,0.596
5514.0,4.345,1.071,0,2.61090223,1.976,222.5,1.8,724.16,1323.0,0.813
